Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2014,620724510,18160,23528,64733,20474,28082,26771,40535,39182,60263,34050,54480,35998,68954,22700,32035,27348,43061,34050,39753,32942,64269,31779,65585,27240
2015,620724510,13305,38236,65160,19560,24850,27864,43666,33025,62713,71830,39916,45020,77020,16632,28585,28082,41874,45207,43745,30045,53430,23284,54485,19958
2016,620724510,13764,45433,55282,18855,21798,26230,27346,26869,65164,67704,100044,32589,61523,18775,22409,23053,28987,45207,24148,27148,40716,26285,50574,21536
2017,620724510,12397,38051,56473,13659,22233,15412,26820,20713,78725,70977,100044,30229,63019,10434,20216,15193,29719,45207,31588,45473,39765,14607,48754,19100
2018,620724510,12453,49338,50446,13835,16170,18172,18920,42757,63332,74250,100044,20172,48129,12308,16779,15211,20774,45207,26339,25608,34936,17231,31270,13276
2013,620724520,47733,125300,149167,39452,38581,71600,54747,83533,149167,89500,143200,106821,143200,59667,71600,35590,101433,89500,95467,77567,101433,83533,155134,71600
2014,620724520,20174,55119,72043,24075,36004,34741,56029,35305,63045,37827,60523,62713,79751,25218,39869,28852,77927,37827,40348,32783,42870,35305,92586,30261
2015,620724520,16593,42333,59878,19886,29304,30490,44000,64892,51855,31113,49780,48474,80766,20742,30192,26059,44203,31113,33187,57082,35261,29038,72162,24890
2016,620724520,15874,29548,62079,24990,23166,26239,34855,64892,49607,29764,47623,24521,69952,19843,25456,20512,33114,44844,31748,57082,42125,43022,48693,22635
2017,620724520,12556,29548,63267,16949,23158,21721,33368,64892,39240,23544,37670,31863,64133,15696,23106,17106,31846,37124,25113,57082,45987,35902,52998,22635
2018,620724520,10752,29548,55642,15743,17984,21721,23893,64892,82513,20160,32256,18112,52260,13440,18448,16537,23236,29404,21504,57082,45987,28782,52998,22635
2013,620729310,16335,28691,88097,21294,47014,31814,70219,28586,51047,30628,49005,34492,85090,20419,44220,21301,74020,30628,70652,24038,34712,28586,53089,24502
2014,620729310,17492,31160,50013,32053,47253,36756,73491,30612,54665,46407,52478,25863,90069,21866,40316,26458,52240,32799,65520,24038,67462,35447,56851,26239
2015,620729310,15568,33630,92087,15938,61897,20557,75073,27244,66931,34143,46704,28058,73702,19460,48359,23487,57978,29190,60388,24038,78923,35447,50596,23352
2016,620729310,17029,36099,62100,28827,40930,35785,100496,41475,80489,58283,76696,29602,99641,26668,48377,33157,59450,40002,55256,24038,57975,35447,69336,32001
2017,620729310,17698,38569,96776,27296,45067,38450,60859,42708,94047,45933,74283,28614,98544,25122,42914,26931,55561,37683,50124,24038,54525,35447,65317,35086
2018,620729310,11473,30664,93110,21299,54347,41116,78500,43942,79788,33583,68537,35602,74180,20868,43837,23535,61053,31302,44463,24038,51076,35447,77189,35086
2013,620737210,16680,38476,92645,24092,37415,25021,79819,66789,52127,73301,50042,42614,93865,20851,40167,23903,35446,31276,73926,27106,84640,29191,54212,25021
2014,620737210,21190,55786,91556,25841,47219,31047,90606,43739,66220,78948,63571,51304,93437,26488,58818,28726,82833,39732,77993,37064,89139,37083,68868,31785
2015,620737210,23867,44515,90468,34352,47445,36917,86948,52572,74585,84596,71601,46731,93010,29834,66139,35056,95012,44751,82457,39924,87611,41767,77568,35800
2016,620737210,24335,38767,82001,36608,54993,43783,86690,52572,80077,84596,76874,57748,92583,32031,56829,37593,87438,48046,61422,39549,90871,44843,83280,37491
2017,620737210,22368,91722,80760,27794,42276,32644,70370,52572,71773,84596,64797,50081,102999,26999,43470,31844,78372,40498,82370,84607,94132,46676,62923,52698
2018,620737210,23168,68803,79519,33159,45711,44501,80488,52572,71773,84596,77762,69115,94956,32401,48930,39853,74503,41291,51409,46253,97393,55013,62923,24588
2013,620746610,25735,67554,101098,50768,64615,106918,88511,45036,80422,48253,77205,60344,91146,32169,69599,65506,78824,48253,51470,41819,54687,45036,83639,38602
2014,620746610,33056,87639,101098,68240,68751,70060,79545,57849,103302,61981,99170,80597,91146,41321,91131,59276,85558,61981,66113,53717,70245,57849,107434,49585
2015,620746610,44223,94493,101098,61703,71001,69369,70580,77390,138197,82918,132669,63321,91146,55279,96885,56117,92292,82918,88446,71862,93974,77390,143725,66334
2016,620746610,40433,94493,101098,48404,75448,68678,80035,67963,121362,72817,116508,56391,91146,48545,97274,59986,99026,72817,77672,63108,82526,67963,126217,58254
2017,620746610,24442,94493,101098,51711,49235,76128,89491,53578,95675,57405,91848,101940,91146,38270,80669,63010,105760,83669,61232,49751,65059,53578,99502,45924
2018,620746610,26850,94493,101098,49478,72520,76128,89491,68559,122427,73456,117530,101940,91146,48971,63348,82062,89983,83669,91449,63662,83250,68559,127324,58765
2013,620761210,7469,68085,69218,31338,39715,41403,62539,14940,78488,47543,69304,26337,55644,9337,15659,11613,17914,22173,31612,12138,28278,27358,43070,11204
2014,620761210,9368,62878,48093,31469,42610,39608,83732,20911,51752,63484,57914,23182,44251,11711,20068,14989,25024,26621,25016,15691,32385,23958,24616,14053
2015,620761210,11516,48712,63413,30583,54204,52484,89861,26882,93672,45320,52439,21526,59842,14395,22483,15205,28160,31069,30954,21743,37626,26198,36812,17274
2016,620761210,10548,51342,80266,33540,60604,37946,74302,32853,88186,48228,46964,34088,57661,20545,27317,22564,32825,35517,36892,27795,59557,26798,49009,26995
2017,620761210,12823,78467,97119,35887,40967,74970,62060,38825,45856,94493,69750,29357,70843,14623,24175,16322,31960,41524,44630,33847,41240,24875,57951,24912
2018,620761210,14836,78467,97119,46307,63080,81989,95258,37695,45856,74997,92537,35577,70806,19050,24236,22228,33614,47532,48289,33847,47089,30552,37299,20276
2013,620761220,10102,42929,63254,54610,47922,93783,82769,17679,31570,18942,30307,28816,62920,12628,18212,13928,24100,18942,20204,16416,21467,17679,75577,15153
2014,620761220,12351,54081,76429,38710,58533,83999,29801,21614,38597,49531,37053,25322,59447,15439,23660,17114,28998,23158,27735,20070,40853,21614,50091,18526
2015,620761220,13984,65233,67716,44543,67636,74215,31193,24473,43702,57500,41954,24278,59261,17481,24082,17761,33014,26221,33925,29263,44525,24473,24606,20977
2016,620761220,18344,76385,86703,50377,76052,64431,55461,32103,57327,65470,55034,36108,67248,22931,30322,23181,34701,34396,48215,25449,48198,38054,61103,29627
2017,620761220,13512,87538,105690,47471,61941,64431,79729,23646,81638,65470,40536,30779,79278,16890,27242,18815,33997,39568,41509,27389,40077,38054,97600,29241
2018,620761220,17428,87538,105690,62458,69509,64431,79729,54084,81638,65470,52286,41824,88521,21786,26451,23299,37793,39568,34803,29329,52402,38054,41848,28856
2013,627124510,992,7729,10766,1124,1758,1740,5017,1737,7681,75247,102071,5853,14273,1241,1630,2167,3097,4442,5562,2396,11140,6176,11636,1489
2014,627124510,837,4080,10109,1432,1527,3524,5818,5594,13895,40662,87955,6120,12527,1047,1467,1781,3060,1913,2204,2003,12067,4520,10620,1256
2015,627124510,876,9031,17081,1064,1969,3262,3815,7904,8448,16864,44199,3170,12948,1096,1296,1422,2225,1389,2325,1611,9045,3255,9180,1315
2016,627124510,877,6346,10330,1038,1522,2324,2212,7850,10474,17747,24085,4268,5317,692,1062,1049,2295,866,1673,3240,6814,3218,7741,2114
2017,627124510,698,5974,15970,972,1047,1529,3268,7440,14671,23298,25231,4607,16611,623,780,1058,1547,1811,1827,2268,4744,3181,7996,2049
2018,627124510,546,5422,12706,686,1138,1474,2329,4636,10250,11520,23550,4096,7911,518,559,755,1372,2757,2298,2268,5753,3145,5631,1679
2013,627124520,1119,2937,22011,1468,2527,1678,5411,7561,10068,2098,19949,7696,3357,1399,2124,2331,4028,2098,2238,8403,2378,1958,3637,1678
2014,627124520,992,11203,13549,1827,1584,1488,6124,12400,12423,1860,90041,8514,15405,1240,1984,1958,3813,1860,1984,4101,12925,1736,3224,1488
2015,627124520,976,9519,15788,1297,2161,1464,4159,10503,14779,37892,55454,3637,15720,1220,1526,1524,3194,5189,1952,4054,11222,1708,3172,1464
2016,627124520,862,7835,13994,1149,2002,2841,3311,8607,17134,31720,39940,4728,6442,1078,1421,1091,2356,5189,1724,4008,7745,1509,10341,1293
2017,627124520,593,6151,19396,999,1634,2248,3544,6711,19490,25549,42495,5271,9815,742,1067,1199,1899,5189,1187,2854,5001,1038,10005,2361
2018,627124520,466,4467,15735,704,1246,1656,2368,4815,19490,25549,36887,4622,8825,583,721,998,1820,5189,932,1700,8060,816,10005,2021
2013,627124610,1890,9617,28474,1859,3850,2777,6469,3308,24704,3544,85375,10559,36458,2363,4058,3279,6388,10110,9105,3071,20690,10265,38188,2835
2014,627124610,1995,10553,18302,2486,4357,5061,7596,3491,33730,55602,81530,10433,30226,2494,4545,3418,7689,7671,9322,3242,13213,14499,18638,2992
2015,627124610,1712,10630,17145,2150,3402,4551,5548,15060,71380,27071,77685,9728,23287,2140,3140,2844,5617,6938,6130,2782,16722,10460,10715,2568
2016,627124610,1543,14200,19835,1617,2656,3042,3795,11271,14669,35586,73840,6437,14915,1786,2384,2271,3195,6206,2563,2321,13640,6421,8127,3872
2017,627124610,1237,6383,27024,1304,2715,2617,5489,7483,24431,29058,63104,7112,28698,1460,1971,1830,3885,5474,2017,2727,7764,4461,14667,3451
2018,627124610,1191,5652,21702,1315,2177,2361,3868,10939,15301,36028,64548,6126,12906,991,1707,1369,2883,4742,3588,2148,8683,4461,12924,1773
2013,627137210,2805,7603,31855,3274,5245,7253,7187,11810,82272,60573,97493,15245,32058,3507,5874,4743,9445,5260,7478,9423,15635,4909,37563,4208
2014,627137210,3468,14338,18482,4539,5086,7495,11187,24637,36087,59094,95338,13216,41424,4336,6210,5293,11588,6504,13952,5612,17503,6070,56675,5203
2015,627137210,3230,17376,20088,5190,5849,5938,12639,34212,61673,66002,93184,14435,44122,4038,6422,5550,11566,6057,11183,11115,20961,15768,21638,4845
2016,627137210,2634,13189,33182,3698,6845,5048,7956,18212,45348,45918,88889,14275,24213,3740,4848,4588,8132,5610,10226,6833,20978,10312,28583,4634
2017,627137210,2218,7893,22473,2546,3200,4494,7896,14336,35308,59030,101964,9677,26147,2421,3206,3581,6123,3631,6198,3703,8194,4856,17757,5342
2018,627137210,2094,8822,29597,2726,4073,3855,6817,11149,13280,24986,89401,9156,18974,2030,2892,2434,4405,3045,5030,6695,10738,5191,20857,3987
2013,627137220,3224,8463,41922,4924,7565,7430,13662,5642,10075,6045,9672,17112,96706,4030,7564,6381,10866,6045,6448,5239,6851,5642,10478,4836
2014,627137220,3852,10113,76627,4590,6711,7948,14705,6742,12040,7224,11558,17881,76610,4816,7461,5783,14894,7224,7705,6260,8187,6742,12521,5779
2015,627137220,3655,9594,49126,5260,7376,6934,17029,6396,11422,6853,53252,16173,55726,4569,7840,5641,11844,6853,13600,13851,7767,6396,11879,5482
2016,627137220,3480,9135,35768,4233,7921,5760,8793,6090,10875,75599,53252,14955,38208,4350,5720,4626,8795,6653,11263,11586,7395,6090,11310,5220
2017,627137220,2180,5722,26341,2737,3505,4587,8392,15497,6812,88920,53252,10485,33204,2725,3612,3609,6667,6653,8926,9321,4632,3814,7085,3270
2018,627137220,1855,4869,34325,2954,4740,3095,8566,14371,24175,88920,53252,9608,24238,2319,3485,2560,4866,6653,6589,7056,11053,3246,23574,5471
2013,627219110,9068,38887,85560,19532,41233,22601,50209,22789,62244,53182,96121,27857,72221,11335,20918,16272,26721,16626,18136,14378,25236,15868,61062,13602
2014,627219110,9310,24753,80637,17544,36546,19693,42890,23761,63074,52121,65956,26108,60227,11638,25538,12923,31476,19544,29780,12850,36019,16293,34118,13965
2015,627219110,12680,23549,71101,18639,37390,30127,46417,26594,39350,56906,65253,23824,55322,15850,23263,18033,30407,22463,31031,15293,30554,21652,35242,19020
2016,627219110,12303,30196,59835,25121,34541,34610,37586,29428,48586,57430,72247,23192,59548,19733,28602,20610,36726,20007,32282,17737,43587,20258,45429,27572
2017,627219110,11474,26128,48340,16383,36776,17782,42593,32950,59742,44027,49781,28307,49374,14085,30661,15856,35437,17551,33534,20181,36848,18865,55616,31241
2018,627219110,12313,20089,63883,16870,36102,21956,46475,36472,70305,59171,65125,21633,64316,16095,25825,19989,40209,34617,37231,20181,29198,19450,55616,22331
2013,627219120,15135,39729,96392,38226,63791,39709,90080,26486,47297,93206,107118,40213,93399,18919,37946,22174,46334,45535,30270,60108,32162,40885,49189,22702
2014,627219120,15790,41449,85470,20945,50789,22508,56471,27633,49345,74541,74634,40590,92424,19738,31567,25499,47009,30027,35373,41520,33554,24640,80233,23685
2015,627219120,13856,36374,74549,21553,53714,29071,78523,27583,43302,61073,69778,24031,57280,17321,28544,20922,42002,30027,29425,22933,29445,25851,65649,20785
2016,627219120,17961,47728,57778,33838,40432,35635,50710,27583,56130,61057,88419,33426,63790,22452,34476,22490,39083,30027,35897,43529,38168,27062,51065,26942
2017,627219120,13700,41921,60246,21016,39443,24564,53634,27583,54577,61041,74486,30215,66314,17125,36010,18821,39567,30027,35897,43529,40047,27062,62744,20550
2018,627219120,13118,36115,88707,26722,48931,31736,68885,27583,93416,61026,66406,28850,67060,16398,30926,21029,46018,30027,35897,43529,40047,27062,74424,19677
2013,627224510,11188,29368,55424,17097,17059,22947,43127,43167,34962,20977,33564,40227,68520,13985,18984,19927,38967,20977,27285,18180,26190,19579,100245,16782
2014,627224510,11955,45026,47280,14128,22366,17701,37833,45585,37360,83228,35865,38758,56258,14944,24073,21215,35078,22416,25147,18821,60652,20921,34645,17932
2015,627224510,12271,27238,70710,15836,22607,21686,30040,38117,83739,84802,76272,24798,59496,15339,22072,16789,32737,23008,23010,17666,44006,21474,23143,18406
2016,627224510,10982,32837,51960,14501,15616,14996,22741,30650,70938,57696,93383,28885,47636,14516,16592,16170,21015,20781,23859,16511,35128,20322,44510,17419
2017,627224510,8491,30153,40292,8365,12629,12272,17787,27222,36784,79314,103618,28444,49995,9493,14072,10969,19831,13847,21487,15357,41334,13290,24266,11391
2018,627224510,7175,33784,33764,8727,11317,10708,15811,23795,33695,53484,96026,20236,38300,7437,8856,8914,14237,11176,12379,15357,23799,25016,22481,9585
2013,627224610,18816,44978,108409,23969,27356,29652,58192,32928,58800,35280,56448,54154,90842,23520,34142,30164,64717,35280,48796,41863,78431,32928,61152,28224
2014,627224610,18420,35093,94643,22320,34916,23457,71351,32236,57565,34539,55262,39478,74500,23026,43335,31144,64478,34539,44539,38520,70319,24434,62360,27631
2015,627224610,17788,29977,80878,20640,34111,30059,45015,31128,55587,66217,53364,41144,92359,22235,37169,30609,55379,33352,40282,46821,62207,29148,91066,26682
2016,627224610,14317,38840,63323,21156,26005,23527,31080,26507,85788,91865,45441,33003,80048,18934,24652,19904,36319,28401,36025,31520,55325,33863,59241,20444
2017,627224610,12274,35020,81539,12884,25246,17666,35833,50160,76531,91865,32695,29775,71051,13623,23874,15953,33194,20434,31768,27537,41751,33863,46969,21844
2018,627224610,8778,34880,60892,12445,18787,13630,25204,21228,67275,91865,26037,24993,58471,10849,16434,12015,23937,16273,44899,20084,19389,33863,34016,21844
2013,627237210,11955,38104,37360,22461,30631,25975,53648,32636,33559,71281,35865,30336,96391,14944,31974,18730,82805,22416,46490,20123,82517,20921,38854,17932
2014,627237210,17400,44846,73982,18208,39543,27519,78039,41584,42345,87341,52202,29462,90276,21751,45604,25736,64671,32626,68448,27859,82708,28810,61309,26101
2015,627237210,18873,28676,71881,20860,34263,25663,68980,50532,51131,89221,56620,30213,88635,23592,48595,26755,70413,51493,49614,33218,76156,51937,67311,28310
2016,627237210,16844,49408,69781,27828,37685,32483,86115,59481,59917,89221,68104,36115,86994,28377,44062,31320,68546,54810,46390,40683,69605,36105,73314,34052
2017,627237210,17376,49299,67680,20238,32224,22980,41470,53434,68703,89221,46569,35364,85353,19404,33244,25031,53118,58128,85671,40683,65778,20273,64766,17854
2018,627237210,15797,37879,65580,20684,19974,23266,32330,66587,77490,89221,40497,30332,81380,16874,26144,23403,39482,61446,32325,40683,30919,39108,75125,36591
2013,627246610,23184,64482,67794,39107,45955,42925,64999,40572,72450,43470,69552,53229,64106,28980,53660,29297,88024,54302,46368,37674,36292,40572,75348,34776
2014,627246610,25330,64482,67794,40779,45396,43191,76434,44328,79157,47494,75991,68660,84753,31663,62890,36419,67932,57606,50660,41161,36292,44328,82323,37995
2015,627246610,29233,64482,67794,39761,63332,69234,83441,51158,91355,54813,87700,47304,87499,36542,80761,54497,83976,57606,58467,47504,36292,51158,95009,43850
2016,627246610,24519,64482,67794,38743,81268,54086,90448,63887,114085,68451,109521,62146,90245,45634,82518,51205,90398,57606,73014,59324,36292,63887,118648,41731
2017,627246610,22670,64482,67794,28871,58413,50700,97455,40040,71500,42900,68640,85163,92991,28600,85828,35750,82939,57606,45760,37180,36292,40040,74360,87731
2018,627246610,30615,64482,67794,28317,31541,41500,90283,39060,69750,41850,66960,66424,92991,27900,60542,31034,75480,57606,44640,36270,36292,39060,72540,87731
2013,627261210,5284,35581,91925,23483,17642,29917,44979,13863,48963,28347,43700,26098,37264,6605,10408,7737,13261,15142,16421,8586,10446,9247,27461,7926
2014,627261210,7207,33393,64731,17494,33127,30153,45491,17467,51687,19946,71883,20193,38134,9009,14152,9962,17885,13778,17507,16152,18670,12612,31483,10810
2015,627261210,8948,41285,57765,28164,43237,29317,55351,22175,43317,36308,81139,24458,57476,11185,16062,12188,20662,12414,16079,17492,17109,22816,19700,13422
2016,627261210,9703,58054,57360,30037,37451,36506,52704,23408,73428,73024,90395,22992,50259,13663,16676,14252,22655,13792,19918,18832,29691,18210,50613,16948
2017,627261210,7735,41651,57360,40162,26192,40504,35701,24642,57040,95518,86264,25403,43658,8670,16770,11220,22664,15171,31273,20173,26617,13604,53515,13523
2018,627261210,8902,92526,57360,29095,26390,43325,53405,25876,57040,56362,86264,21100,57412,9024,14004,10797,18398,30741,23981,20173,15652,17475,34687,6673
2013,627261220,6536,17157,64862,35901,37995,49106,58018,27776,20425,12255,93432,28032,64836,8170,14488,9399,15598,12255,24845,10621,33794,11438,41590,9804
2014,627261220,8732,22921,67788,30894,34467,45859,48946,22961,55955,75480,85388,25509,44625,10915,18878,10845,20551,16372,27956,14189,27682,15280,44592,13098
2015,627261220,9315,58257,97274,31078,54627,42613,83036,27085,62786,40372,85388,14801,58151,11644,20255,12292,22060,17466,31068,18079,21570,16301,47594,13972
2016,627261220,12681,58257,72896,38821,46768,41998,53752,31209,89657,56403,85388,26689,59975,15852,18994,16121,23894,22812,34180,18079,28604,19766,61692,19022
2017,627261220,8201,58257,48519,36901,33857,41384,56933,35333,61352,72434,85388,28838,62684,10252,18269,14481,24941,22812,34180,18079,35639,19766,59655,12302
2018,627261220,8610,58257,48519,31290,29431,44698,56096,35333,61352,88465,85388,23040,65167,10763,15851,11775,21460,22812,34180,18079,35639,19766,59655,12915
2013,627262610,23836,109481,74490,32775,75419,44569,45255,41714,74490,44694,71510,47673,71510,29796,39374,32024,68622,44694,47673,38734,60838,41714,77469,35755
2014,627262610,28530,54208,89157,39229,74710,49151,73019,49928,89157,53494,85591,41125,85591,35663,47762,39229,69955,53494,57060,58479,61224,49928,93382,42795
2015,627262610,36657,54208,114555,70262,80331,49151,96281,64150,114555,68733,109972,67631,85909,45822,56905,54573,90493,68733,73315,64041,61224,64150,93382,54986
2016,627262610,25014,54208,116227,77496,89399,49151,96281,77994,116227,69736,111578,58288,90030,46491,61747,59084,96688,69736,74385,69604,61224,65087,93382,79722
2017,627262610,34497,54208,89522,56216,101391,49151,96281,77994,89522,53713,85941,102235,94152,35809,63393,82260,86724,53713,57294,69604,61224,50132,93382,87211
2018,627262610,32970,54208,119177,64084,72722,49151,96281,77994,119177,71506,114410,82877,97381,47671,50800,53242,83435,71506,76273,69604,61224,66739,93382,94700
2013,627424510,6198,16270,14698,4230,6380,9297,9494,10847,19370,82060,18595,13709,29035,7748,7077,10182,12229,11622,12396,10072,16080,39806,20144,9297
2014,627424510,5132,40211,32396,7102,6641,11793,16146,30150,16037,74691,15396,18880,52685,6415,7284,7496,15273,21061,30560,8339,26700,29514,16679,7698
2015,627424510,5108,36689,36376,6648,8400,12599,10834,28927,15965,67322,15326,15219,42291,6386,7012,8041,11653,21061,30560,8301,17069,19222,28458,7663
2016,627424510,4565,33168,19775,7437,7252,7518,12430,27704,18023,52408,12460,19459,27682,5192,5326,5484,7441,21061,30560,6749,26596,19222,38140,6230
2017,627424510,4171,29647,28591,5435,5792,7725,9383,27704,33443,37494,77239,16367,32960,4202,4205,7288,8138,21061,30560,5462,14715,19222,30661,5042
2018,627424510,2575,26126,21923,5356,4862,7932,6049,27704,25665,49361,77239,15338,23082,3422,2998,5239,5718,21061,30560,4448,12311,19222,23182,6983
2013,627424610,9046,23746,62836,11546,9354,18766,27949,73943,28270,16962,27139,33608,89449,11308,13595,20939,27607,16962,36595,14700,41587,15831,29400,13569
2014,627424610,11328,29738,63379,15101,14341,15726,20942,66251,35402,21241,33986,37554,68669,14161,16618,18125,25876,21241,25896,18409,34035,20613,48041,16993
2015,627424610,9476,24876,68826,12569,13218,13920,19207,58559,29615,93630,28430,31935,81267,11846,14266,13706,22752,17769,19704,15399,26484,23153,38083,14215
2016,627424610,9685,21585,35340,10037,9987,12114,15161,50867,25697,87366,24669,31092,62281,10279,10438,11782,13995,15418,39253,17365,27403,25694,38083,14740
2017,627424610,7205,40554,43265,8498,8187,10309,11336,43175,18280,87366,17548,29110,38195,7312,7566,10020,11252,10968,17616,15134,28322,25694,38083,9436
2018,627424610,4597,40554,40828,7299,6186,8649,9477,35484,49650,87366,15031,15352,32880,6263,5872,7764,8934,9394,6727,10747,21757,25694,38083,8938
2013,627429310,5791,49180,39162,8973,9663,11259,25032,10134,18097,63299,85602,19046,41643,7239,9858,8650,14196,10858,11582,8124,12306,10134,23785,8686
2014,627429310,6806,20553,51137,12184,16982,20464,18555,11911,21125,52356,73204,22365,53079,8508,14458,10067,18276,12762,19271,19864,14463,11911,34240,10209
2015,627429310,8256,27132,33203,17125,25524,29669,34492,14447,45523,65211,60071,24303,52004,10320,13691,12787,16179,15480,19271,23593,17544,21012,44695,12384
2016,627429310,9696,33711,68351,14714,15045,15814,28423,15061,50855,78067,29247,26522,58820,10758,14205,14297,18652,16137,19271,23593,38343,25119,55150,25275
2017,627429310,7789,60955,81444,12377,14205,15216,28064,12216,56188,90923,65667,24035,53991,8726,11042,10341,16576,13089,19271,23593,22231,29227,65606,19505
2018,627429310,6977,40632,42890,13386,13592,14164,14860,10750,89778,82999,61466,32313,39317,7679,10481,10204,12691,22383,19271,23593,59863,29227,33987,13735
2013,627437210,7766,27882,89671,11264,15254,20474,31253,13591,24270,92079,23299,25482,99218,9708,10907,12157,37235,14562,30643,16138,14524,24158,66866,11649
2014,627437210,9809,54091,54991,13642,17665,21340,36030,34491,30655,91185,29428,24856,68822,12262,16336,16138,30703,18393,22251,27625,50002,30279,76262,14714
2015,627437210,11971,37882,58051,16383,24336,21500,43329,68220,37410,87404,35913,36051,86765,14964,23075,17318,38958,24481,32725,21877,32238,36401,65741,17956
2016,627437210,13454,49157,39400,15787,19561,18398,26189,51714,41910,83624,49940,40163,86536,16764,19460,18498,35661,48728,34613,25599,99290,42523,95384,17200
2017,627437210,11843,57741,96620,11137,12729,16514,24764,35208,41004,83624,49940,36585,86307,13909,13759,17741,26200,48728,15948,29322,61262,42293,36646,16996
2018,627437210,11000,37225,45354,11917,11883,15609,19153,18703,64107,83624,49940,37799,51876,11655,11512,14391,19707,48728,24101,44110,25059,42293,41518,15642
2013,627461210,2208,21710,49680,9810,7718,22489,18651,11975,29918,48091,74845,11927,25261,2760,3342,4520,6094,6582,10397,3588,5308,6376,14608,3312
2014,627461210,4025,16039,50513,11314,10884,14618,28869,14877,16177,48976,70535,15359,29042,5032,5075,6293,8474,7333,16717,9481,13168,11672,8624,6038
2015,627461210,4808,22327,62575,16668,12421,18343,20681,17780,32810,43830,74480,12791,31888,6010,6309,7452,8415,8084,9788,12933,16366,11861,23951,7212
2016,627461210,4985,38912,66110,14002,14225,22069,19728,20683,24382,54311,77917,22666,26147,7033,7726,8611,11530,8835,18067,16385,15143,12050,21216,6592
2017,627461210,4990,30337,68166,8293,9560,8845,13858,25104,30417,65903,88913,20025,28732,4721,4858,8756,8902,9587,8163,16385,16921,12239,9762,13173
2018,627461210,6067,45358,46263,14491,11468,17411,32575,25104,35264,65903,88913,24191,27177,6567,5524,8253,10496,15185,9277,16385,18219,12429,20116,12300
2013,627484210,23330,61242,72907,54027,49364,76550,90919,40828,72907,43744,48298,101173,69991,29163,55719,42871,98051,43744,63615,37911,67152,40828,75823,34995
2014,627484210,30070,78934,93970,69912,48570,83986,87806,91338,74241,56382,72490,68133,90211,37588,47368,47532,84239,56382,59572,48864,52493,52623,97728,45105
2015,627484210,40925,92177,127892,53323,74761,86617,89396,61385,74428,76735,96683,82898,95598,51157,50597,72681,84208,76735,55530,79363,55918,71619,133008,61388
2016,627484210,25063,92177,109085,36735,58311,89248,90987,61385,74615,85596,96683,46151,74918,43634,58824,49538,100708,65451,51488,79363,59344,61087,113448,52360
2017,627484210,35579,92177,82414,31720,38673,91879,83101,61385,74802,85596,96683,47826,84595,29723,47165,52389,70775,44584,47446,79363,67187,41612,77279,43218
2018,627484210,18384,92177,82414,38456,61638,94511,68129,61385,74802,85596,96683,68636,87908,56344,59043,66894,79675,84516,47446,79363,67262,78881,91387,43218
2013,627819110,10643,47034,59479,24339,37077,31873,47454,18625,37867,79319,52220,31274,68897,13304,18226,18504,23666,19956,21286,21524,37888,18625,59646,15964
2014,627819110,12996,47954,71662,26981,32285,31178,43104,22744,60323,51208,71696,33024,47895,16246,22496,19269,29335,24369,29134,25275,27520,29607,55559,19495
2015,627819110,13782,34286,87530,24766,33743,28098,41748,24119,79531,39024,66770,29243,54702,17228,20127,21630,26999,25842,31043,26487,24213,37917,29471,20673
2016,627819110,13953,37707,67128,26250,30600,28452,47981,30433,80566,42588,59044,34573,48114,19526,25042,21527,28582,29289,33104,23165,25605,46228,41998,26460
2017,627819110,11631,34635,63635,16767,27887,22147,35995,28524,43506,41954,74149,28144,53746,14060,22027,19764,30485,21090,28012,23165,36207,43379,54525,22710
2018,627819110,14091,35716,54677,18414,29815,28260,39687,38385,40462,44766,58142,32616,40022,14869,20439,17110,37865,26797,23703,23165,35718,40531,27041,18961
2013,627824510,12616,55021,49167,18854,15773,21939,24368,22078,39425,23655,37848,55932,54018,15770,18286,16345,27419,42074,35553,20501,20050,56412,31316,18924
2014,627824510,11263,49903,26496,19707,13665,22505,27492,19710,62667,21118,33789,41740,41992,14079,17213,19608,27409,47925,30483,18302,48985,56412,44282,16894
2015,627824510,12811,44785,31973,15246,14918,21783,19469,50357,56377,24021,38433,28236,33128,16014,16790,16326,22586,53777,25414,20818,31268,56412,23584,19216
2016,627824510,8916,39668,32250,10785,10667,17469,13343,50357,50088,19551,31281,30060,35676,13034,12929,15458,17873,34881,20344,16944,26445,56412,23129,15640
2017,627824510,9099,32150,33504,10853,9958,13156,14814,50357,43799,43587,48939,24114,30999,10299,7492,11656,15726,34881,15275,17881,22476,56412,24005,17633
2018,627824510,4798,24632,14058,6463,8145,8843,11907,50357,43799,91638,54005,19946,23581,7294,6296,9245,8438,34881,10206,17881,17635,56412,24005,9681
2013,627824520,25112,65921,78477,45516,34388,60124,71545,76660,78477,47086,75338,85002,75338,31391,29817,54468,80845,47086,50225,40808,53364,43947,81616,37669
2014,627824520,23552,84750,88921,24775,29304,46694,56456,69064,73602,44161,70658,79084,89484,29441,32087,35668,48065,44161,47105,31460,52416,81873,76546,35329
